review_content,date,overall_rating,food,service,ambiance,restaurant,timestamp
"What a festive evening with friends from out of town. Magic behind the pink door. Delicious arancini to start and sticky toffee pudding.

The best part was being accommodated so graciously after a last minute schedule change!",Dined 7 days ago,5,5,5,5,The Pink Door,2024-12-11
Another absolutely wonderful night at TPD. We were given a great table and received great service. Our meals and drinks were great. Can’t wait to go back this summer.,Dined 7 days ago,5,5,5,5,The Pink Door,2024-12-11
We had a fabulous table with a great view for our anniversary. The service was great and the food was fantastic. We highly recommend Pink Door!,Dined 7 days ago,5,5,5,5,The Pink Door,2024-12-11
"Our party of three had a wonderful late lunch at The Pink Door. Our waiter was absolutely outstanding and very attentive to our requests. Two of enjoyed the market fish of the day: seared scallops with lentils, cauliflower puree and frisee. One ordered the gogonzola gnocchi with toasted walnuts and pomegranate. Our view table was perfect. Bravo to one of Seattle's classic restaurants.",Dined 7 days ago,5,5,5,3,The Pink Door,2024-12-11
There is a great vibe throughout the restaurant. Everyone is happy to be at the Pink Door?,Dined 7 days ago,5,5,5,5,The Pink Door,2024-12-11
Fantastic meal. The linguini and clams was divine!,"Dined on December 4, 2024",5,5,5,5,The Pink Door,2024-12-11
Food was a bit overrated. Famous lasagna had little flavor. Great views and ambience though!,"Dined on December 4, 2024",3,2,4,5,The Pink Door,2024-12-11
"This is my second visit to The Pink Door, and I am very happy to say it was just as lovely as the first. Beautiful food, ambience, and service. They do not rush you. We were given a great wine recommendation, and the food is delicious. Highly recommend!","Dined on December 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"What a pleasant experience! We had the pappardelle bolognese, cioppino, and the Caesar. They were all delicious. We especially loved the cioppino which had a mild tomatoey taste not fishy perfect to our taste. I rarely order cioppino at seafood restaurants but was pleasantly surprised. Definitely will be back.","Dined on December 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"The Pink Door has always been special but in recent years it has risen to perfection.  Every time I am in town, I make a point to stop in and it is always a flavor sensation.  Every dish they prepare is a treat to your taste buds.  The staff are great and the ambience is just right with the old world feel and new world spin.","Dined on December 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"Great food, Great service, highly recommend this restaurant.","Dined on December 1, 2024",5,5,5,4,The Pink Door,2024-12-11
Another great experience and amazing food!  Chefs kiss on the dessert as well!  Thanks for always offering great options and a true experience!,"Dined on December 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"Absolutely love this place. The atmosphere is very relaxed, the food and drinks are superb, so is the view and so is service (for the most part). I almost always order from the special or seasonal menu, and this time was no exception. Winter salad, scallops, special drink and espresso. The ingredients are simple but masterfully prepared. Sometimes difficult to get a reservation, so worth planning ahead. Highly recommend.","Dined on December 1, 2024",5,5,4,5,The Pink Door,2024-12-11
Quintessential Seattle experience and the service was perfection.,"Dined on November 30, 2024",5,5,5,5,The Pink Door,2024-12-11
"The Pink Door is our favorite place to go for a great meal.  The food and service are spot on without being ostentatious.  My personal favorite is the Caesar Salad with Dungeness Crab!  If you're considering whether to go or not, you won't be disappointed.  Just do it ;)","Dined on November 30, 2024",5,5,5,5,The Pink Door,2024-12-11
"We finally made it here after years of walking by the door!  The restaurant is much larger than it looks from the outside.  Beautiful decor, great service, live music, and fantastic menu.  We got lucky and were seated in the back room with a view!","Dined on November 30, 2024",5,5,5,5,The Pink Door,2024-12-11
A must try in Seattle!  We had a wonderful family lunch here.,"Dined on November 28, 2024",5,5,5,5,The Pink Door,2024-12-11
"Such a special place in Seattle. Professional staff, welcoming maitre d, and top quality dishes.","Dined on November 28, 2024",5,5,5,5,The Pink Door,2024-12-11
"Great food with phenomenal service. Thank you Jeanie, you were exceptional. And to the chefs, the halibut was amazing.","Dined on November 24, 2024",5,5,5,4,The Pink Door,2024-12-11
Great experience! Definitely will go back. Food was very flavorful and just what we expected from previous reviews. We had the lasagna and clam linguini. Only reservation open was at 9 but we sat at the Irish place across the street and had a few drinks while we waited. Will go back!,"Dined on November 24, 2024",5,5,5,5,The Pink Door,2024-12-11
"This was our first time at the Pink Door, one night I will never forget. From the moment we arrived the ambience made the experience feel classy. The decorations and lighting throughout fit the mood. Customer service and special request were  accommodated positively and without hesitation. The menu was simple but not lacking, wasn’t an overwhelming amount to decide nor was it too small to not have options. The food was made at a high level with attention to detail and exquisite taste. It is where I proposed to my now fiancé and provided a night I can’t forget and will be somewhere we come for our special days. Go to the pink door, you will not be disappointed.","Dined on November 24, 2024",5,5,5,5,The Pink Door,2024-12-11
"We eat at The Pink Door at least once a month, and service is normally great. Last night, we had a server with no personality and would disappear and leave us frustrated. He never asked us if we wanted drinks or dessert. We had to flag him down to order, get our check. He never gave us his name when greeting us as if he lacked basic personal skills. The food was fabulous, so it was a bummer to have such a poor server especially since we had these reservations for a month to celebrate our daughter's return from college and my birthday.","Dined on November 24, 2024",4,5,1,4,The Pink Door,2024-12-11
Great experience. I got a last minute reservation and I was glad that me & my friends could find one just in time for the dinner. Loved the fish of the day. My friend lived her vegan pasta too. Drinks were amazing as well. Totally worth the hype :),"Dined on November 23, 2024",5,5,5,5,The Pink Door,2024-12-11
will come back again:) brussel sprouts was the best best,"Dined on November 23, 2024",5,5,4,5,The Pink Door,2024-12-11
Cozy restaurant close to Pike's Market with delicious food and excellent service.,"Dined on November 23, 2024",5,5,5,4,The Pink Door,2024-12-11
Exquisite dining experience. Love the atmosphere and the food!,"Dined on November 23, 2024",5,5,5,5,The Pink Door,2024-12-11
"Service and atmosphere were great as usual.

Kale salad fantastic.

The meatballs quite terrible. Gummy quality. Over mixed. Not hit. A total disappointment.

The eggplant parmigiana sandwich was also worth a miss. It’s like ground up eggplant covered in cheese. The simple “teeny salad” was the saving grace, dressed simply in olive oil and vinegar.

Overall I wouldn’t rush back.","Dined on November 23, 2024",3,2,5,5,The Pink Door,2024-12-11
"Some of the best Italian food that I've enjoyed in the greater Seattle area.  Service is excellent, and prices are reasonable.","Dined on November 23, 2024",5,5,5,5,The Pink Door,2024-12-11
"Fantastic service, amazing table, beautiful ambiance  and great food made for an unforgettable birthday dinner, can't thank the wait and kitchen staff enough for such an awesome night.","Dined on November 22, 2024",5,5,5,5,The Pink Door,2024-12-11
"This is one legendary restaurant that lives up to its legend.  The food is out of this world.  The service is brilliant.  The room with a view is spectacular and the room in the lounge is cozy.
This is a go-to place for special occasions.  Thank you to Jackie, Jeannie and the whole staff who greeted us and our special guest so warmly.","Dined on November 22, 2024",5,5,5,5,The Pink Door,2024-12-11
"Our server, Jeannie was delightful. We thoroughly enjoyed our anniversary lunch. Bread and infused oil were so delicious. We’ll go back soon.","Dined on November 22, 2024",5,5,5,5,The Pink Door,2024-12-11
"Very good food, great service, but a little bit challenging to find  -no visible name or number of restaurant so we had to inquire elsewhere.","Dined on November 21, 2024",5,5,5,5,The Pink Door,2024-12-11
"We've never been disappointed. Had the halibut and it was excellent, as was the rest of the meal. James, out server was spot on. Came for my birthday lunch and enjoyed it so much. This is one of our favorite places.

Marta","Dined on November 21, 2024",5,5,5,5,The Pink Door,2024-12-11
"Overall very good food, service and reasonably priced.  I gave it 4 stars because I don't give 5 stars unless it's outstanding.  The antipasto was good, but nothing special.  The bread was not particularly fresh.  I had the clam linguini which was heavy on the pancetta and too salty for me. 

 Had a butterscotch pudding dessert that was outstanding.

I would come again and try different dishes.","Dined on November 20, 2024",4,4,4,4,The Pink Door,2024-12-11
We had a great view of the Ferris wheel but could not see the show. We were able to stop on our way out to watch the quick 5 minute aerobatic show. The lasagna was great and so was the La Fettunta bread!,"Dined on November 17, 2024",5,5,5,5,The Pink Door,2024-12-11
"First time dining here, wish I’d gone sooner! The staff were so friendly. Definitely make a reservation! We were seated right away at a table overlooking the market and Elliot Bay. We had the arancini to start, amazing! I had the lasagna and it definitely lived up to the hype. Looking forward to going back soon.","Dined on November 17, 2024",5,5,5,5,The Pink Door,2024-12-11
We had an outstanding server. She was spot on for her recommendations for food and wine. Highly impressed by the food and service. Definitely a must dine in Seattle!,"Dined on November 17, 2024",5,5,5,5,The Pink Door,2024-12-11
"Absolutely lives up to its stellar reputation. Lots of menu options and specials. Food was superb, really delicious. It’s hard to impress my mother, but she just went on and on about how good it was. I thought it was reasonably priced given the quality. Great drink menu too. The service was impeccable. We’ve already made our next reservation for a special occasion.","Dined on November 17, 2024",5,5,5,5,The Pink Door,2024-12-11
Lasagne and cocktails were amazing. Such a gem of a place,"Dined on November 16, 2024",5,5,4,4,The Pink Door,2024-12-11
Soooo nice!!! Awesome food and atmosphere! Awesome service,"Dined on November 16, 2024",5,4,5,5,The Pink Door,2024-12-11
Maybe add some more to the servings of pasta. Felt like little servings for large price.,"Dined on November 16, 2024",5,5,5,5,The Pink Door,2024-12-11
Service was attentive and thoughtful. Food was outstanding. Look forward to returning.,"Dined on November 15, 2024",5,5,5,5,The Pink Door,2024-12-11
Second time dining at Pink door. Food was delicious with a memorable experience.,"Dined on November 14, 2024",5,5,5,5,The Pink Door,2024-12-11
"Although the ambience was fun, the the food was delicious, and the service outstanding, the $33 (very small, 2 tbsp) addition of crab to my Caesar salad was NOT worth it.   In total it was a $51 salad. 

Now my son's $64 ribeye steak with wine reduction was memorable.  

However the crab addition is an unfortunate memory.","Dined on November 14, 2024",4,4,5,5,The Pink Door,2024-12-11
"Dined with 4, including 2 teenagers - all found food to be fantastic (The Pink Door Lasagna was my personal favorite). Wonderful night views of Elliot Bay and great ambience.","Dined on November 14, 2024",5,5,5,5,The Pink Door,2024-12-11
Last night in Seattle   We literally had the best seat in the house   Our server was on target in every way   Food came to us in courses   I think they have the best lasagne I have ever had   Delicious   We left extremely satisfied   We loved the atmosphere and live music,"Dined on November 14, 2024",5,5,5,5,The Pink Door,2024-12-11
"Great for the most part, but bit down on a stale hazelnut (as in oxidized) in the kale salad (which was otherwise superb) and it put a damper on my whole meal. Drinks were great, halibut was excellent. Service was outstanding.","Dined on November 14, 2024",4,4,5,4,The Pink Door,2024-12-11
Someof the best service I have had in a long time.,"Dined on November 14, 2024",4,4,5,5,The Pink Door,2024-12-11
"My partner and I had the best time celebrating our anniversary at The Pink Door! The service was excellent, the food was delicious, and given the quality and location it was so reasonably priced. We will definitely be back!","Dined on November 13, 2024",5,5,5,5,The Pink Door,2024-12-11
Excellent food and service - view of waterfront from dining room was a plus. We really enjoyed the pappardelle and endive/fennel/apple salad. This restaurant is always stellar!,"Dined on November 13, 2024",5,5,5,5,The Pink Door,2024-12-11
"Our experience at the Pink Door was absolutely spectacular by every measure. And our server, Patrick was delightful and so helpful. Now my favorite Seattle restaurant.","Dined on November 13, 2024",5,5,5,5,The Pink Door,2024-12-11
"The atmosphere is absolutely beautiful.  The food is very good and the price is not out of line with most Seattle restaurants.  The service was a little lacking - the host was very engaging but our server was ok.  
I would definitely recommend!","Dined on November 13, 2024",5,5,4,5,The Pink Door,2024-12-11
"It was the absolute perfect place to celebrate, we loved it all!","Dined on November 10, 2024",5,5,5,5,The Pink Door,2024-12-11
Great experience. We were seated in the far back with a great view over the sound.,"Dined on November 10, 2024",5,5,5,5,The Pink Door,2024-12-11
"We look forward to going to the pink door when ever we are In seattle.  was only able to get a lunch reservation, I take what I can get to have such a wonderful experience!","Dined on November 10, 2024",5,5,5,5,The Pink Door,2024-12-11
"The experience was  good. The service was not proper based on the experience. You should be allowed to enjoy some appetizers and drinks while waiting for you dinner to be brought out accordingly. BAD FORM!!  from serve staff. I felt like I was in a Macdonald’s drive through lane being timed  on how fast you can get served and leave so they can move on, sometimes it’s not about the dollar it’s about the customer and what vibe you create for your customers and business.","Dined on November 9, 2024",3,3,2,5,The Pink Door,2024-12-11
"Loved it!  Food and service were amazing. Super accommodating and friendly server, great recommendations, service flow was great so we could enjoy our delicious meals without being rushed through. A special occasion made even more special with wonderful food and service.","Dined on November 9, 2024",5,5,5,5,The Pink Door,2024-12-11
"The Pink Door has outstanding food and service!  The grilled garlic bread is a definitely delicious. The salads are crisply chilled, presentation is lovely. My favorite entree is PAPPARDELLE AL RAGÙ BOLOGNESE. The pasta is prepared perfectly, the sauce has a wonderful flavor, and again the presentation is perfect!","Dined on November 9, 2024",5,5,5,5,The Pink Door,2024-12-11
Amazing experience start to finish. The food is delicious and of good value and the service impeccable. No wonder it is a staple in Seattle.,"Dined on November 8, 2024",5,5,5,5,The Pink Door,2024-12-11
"We had to wait 15 minutes for a reservation we had made two months in advance. Other places have offered us a drink while we waited or suggested we got one from the bar. We were just told to sit and wait.

Food was great! But getting out of there took awhile. Asked for boxes and waited about 10minutes for the server to come back for us to ask for the check.
Ambiance is nice and I’m sure we will go back.","Dined on November 8, 2024",4,5,4,5,The Pink Door,2024-12-11
"This was a highlight of our trip.  The food, the service, the entire experience is just wonderful!","Dined on November 8, 2024",5,5,5,5,The Pink Door,2024-12-11
Always a pleasure to eat at the Pink Door. Been going there with family and friends for many years.,"Dined on November 7, 2024",5,5,5,5,The Pink Door,2024-12-11
"Delicious hot food , good portions. Quick, friendly and attentive service. Ambience is a nice Pike Place market feeling. It is romantic and European feeling. Was just a little loud for us but we are old and hard of hearing. Lovely experience.","Dined on November 6, 2024",4,5,5,5,The Pink Door,2024-12-11
Food and service was amazing definitely a go to must when visiting Seattle,"Dined on November 6, 2024",5,5,5,5,The Pink Door,2024-12-11
Erik was awesome.  Food was great.  Drinks good. Entertainment was cool!,"Dined on November 6, 2024",5,5,5,5,The Pink Door,2024-12-11
"Amazing delicious food. We scraped our plates clean from the starter bread and their inhouse oil.
Great service and ambience! Always enjoy my meal at pink door!","Dined on November 6, 2024",5,5,5,5,The Pink Door,2024-12-11
"We’ve been going to Pink Door for years when visiting Seattle and loved it every time. This visit it was a disappointment and won’t go out of our way to return as we did in the past.

We were not impressed by the food or drink menu, normally there are great seasonal options and this time it was just a basic menu with a sprinkle of seafood specials.

We got the rigatoni and meatballs, the noodles were overcooked and the dish itself was bland. We also got the eggplant parmesan which was garlic noodle pasta with 2 slices of eggplant heavily breaded with a lot of cheese. You could not really taste the eggplant and was disappointing.

We left without dessert after being disappointed and waiting for our server to return numerous times for prolonged periods.

Overall, we were sad to have this experience as we always looked forward to Pink Door when visiting. The food used to be exciting and delicious and the service was always on point.","Dined on November 3, 2024",2,2,1,4,The Pink Door,2024-12-11
"Another excellent dining experience at The Pink Door.   Simple menu with tons of flavor.
-Arancini
-Crostini Costani
-Hailbut Special
-Cioppino
Fresh local ingredients done right with great service!","Dined on November 3, 2024",4,4,5,5,The Pink Door,2024-12-11
Been coming for decades and a must whenever I am in Seattle. Consistent and great service.,"Dined on November 3, 2024",5,5,5,5,The Pink Door,2024-12-11
"As always, a solid experience when we are in Seattle.  Our server (Patrick) was phenomenal and the cuisine was creative and delicious.  Never skip desert here - it’s all made in house.","Dined on November 2, 2024",5,5,5,5,The Pink Door,2024-12-11
Food and atmosphere was amazing! Thanks for a great evening.,"Dined on November 2, 2024",5,5,5,5,The Pink Door,2024-12-11
"Everything was wonderful. Loved the atmosphere, food & service.","Dined on November 2, 2024",5,5,5,5,The Pink Door,2024-12-11
"The Pink Door has a reputation as a classic Seattle spot, but the hype did not match the experience. The food was nothing special and several of the dishes lacked flavor. On top of that, our server could not have been less interested in us. He had to be asked to do basic things like clear our table and order more drinks, and seemed bothered by our simple requests. A total let down and not worth the money. Apparently it has lost its luster.","Dined on November 2, 2024",1,1,1,4,The Pink Door,2024-12-11
"I have eaten at many different establishments on both ends of the spectrum. Frankly pink door was a slight let down,my partner and I ordered 1 appetiser, 2 entrées and 2 drinks ( Did not get a dessert because nothing really caught our attention). Right off the bat the table layout in this restaurant was haphazard with tables anywhere they could stuff a table into. Service was not great either for example  our waitress waited for our table to be filled up with plates and bowls to the point we had to stack dish before clearing it.

The food was good but truthfully not worth the price (lasagna, fall special pumpkin ravioli,clam and mussels soup). And the the fall cocktails were most definitely not worth the price. All we tasted in our drinks was vodka and that’s it. 

Unfortunate let down.

Would we go back again? Probably not. Would we recommend folks to try it out for themselves? Probably.","Dined on November 2, 2024",3,3,3,4,The Pink Door,2024-12-11
Wonderful!! Great service.. great food. Nice booth with a view!!,"Dined on November 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"Food was great, atmosphere was top notch. Live music was fantastic. It was Halloween so the costume contest made for an extra level of fun. Highly recommend","Dined on November 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"Great food, quick service, a little speedy but the pasta was worth the price. Nice atmosphere","Dined on November 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"This iconic restaurant lives up to its reputation! The food was delicious, ( don’t miss the spinach lasagna), and the service was outstanding! Not to be missed when you visit Seattle. Such a fun, unique atmosphere!","Dined on November 1, 2024",5,5,5,5,The Pink Door,2024-12-11
"After finding the unmarked pink door, which was interesting and had to ask a local, the host staff were so welcoming. Our anniversary meal started out great. The drinks and garlic bread were amazing. Entrees were okay, the clam pasta dish was more flavorful than the steak dish. Our server, started out engaged then after we received entrees she was NOT attentive at all. Very disappointing experience for first timers.","Dined on October 31, 2024",3,3,2,5,The Pink Door,2024-12-11
"Great experience for speak easy+ vintage theme lovers! You spot a pink door down an alley and then a world of cozy, old space, dim lights opens down the stair w amazing Italian food and drinks and wine list. The bar got stained glass and live jazz band is playing. Super cozy, romantic and tasty experience!","Dined on October 31, 2024",5,5,4,5,The Pink Door,2024-12-11
"As always the food was outstanding. The ingredients in every dish were well thought out and paired superbly.
The ambience was wonderful--great view and good vibe without being too loud. Our server was gracious and very knowledgeable about the food. Can't wait to return!","Dined on October 31, 2024",5,5,5,5,The Pink Door,2024-12-11
"When friends come into town, I love to wow them and meet them at The Pink Door. Sitting near the windows and looking out over the Sound makes for an impressive experience. The service is great, the ambiance is ""just right"" and the food is consistently good.","Dined on October 30, 2024",5,4,5,5,The Pink Door,2024-12-11
Great seat overlooking Puget sound. Great food and service. Interesting the place did not have a sign at the door but very popular place,"Dined on October 29, 2024",5,5,5,5,The Pink Door,2024-12-11
Excellent lunch and experience at the Pink Door. Krista was our server and she was great! Food was excellent and beautifully presented. A great place to celebrate a special event with a loved one. Thank you!!!,"Dined on October 29, 2024",5,5,5,5,The Pink Door,2024-12-11
Great food superb service excellent menu variety that changes seasonally so even regulars get a new experience,"Dined on October 27, 2024",5,5,5,5,The Pink Door,2024-12-11
"Everything was on point, from opening service, drink selection, bread service with infused olive oil, appetizers and entrees.  Atmosphere strikes a balance between casual and uniquely Seattle.  Perfect for a date night, dinner with friends and family.  Started with salads and seasonal soup, wife had pasta w/ marinara, a bright tomatoe and herb sauce with meatballs on the side, while I had the bolognaise, a decadently rich sauce.  Suggest getting a reservation from 6PM on so you can enjoy the entertainment.","Dined on October 27, 2024",5,5,5,5,The Pink Door,2024-12-11
Pink door was fabulous!   Food was thoughtful and so flavorful!  Service was great and restaurant was beautiful!   If you’re in the back room or has beautiful view of Elliott Bay!,"Dined on October 27, 2024",5,5,5,5,The Pink Door,2024-12-11
"The food excellent as always. The service excellent too, from the young man with the water, to the very attentive lady in charge of our table","Dined on October 27, 2024",5,5,5,5,The Pink Door,2024-12-11
"I put the wrong date on our reservation! When our party of six arrived the restaurant was packed and had a long line of people waiting to be seated. The manager overheard the receptionist telling us and intervened, saying he would find a place for us. We were seated within five minutes.  The waiter was very good.  The food, as always, was the best!  We highly recommend the Pink Door.","Dined on October 27, 2024",5,5,5,5,The Pink Door,2024-12-11
Great restaurant. Had amazing service alongside beautiful food. We had the Caesar salads as well as the ragu and the lasagna. Would highly recommend all dishes. Will be going back!,"Dined on October 26, 2024",5,5,5,5,The Pink Door,2024-12-11
What a beautiful atmosphere! The cuisine was equally good. Glad to have the unique experience.,"Dined on October 26, 2024",5,5,5,5,The Pink Door,2024-12-11
Amazing everything. Service and food were impeccable.,"Dined on October 26, 2024",5,5,5,5,The Pink Door,2024-12-11
"Great view, amazing variety on the menu for a large ‘foody’ family, excellent meals all around. To top it off, clearly they have a dedicated pastry/dessert chef, phenomenal dessert (in attendance, my sister, who recommended and has a lifelong career in the baking/ingredient industry…highly recommended from her work related prior visit)…her recommendation did not disappoint!","Dined on October 26, 2024",5,5,5,5,The Pink Door,2024-12-11
"Great food, service and experience, highly recommend.","Dined on October 25, 2024",5,5,5,5,The Pink Door,2024-12-11
Food was good but was expecting more.   Was an enjoyable night but honestly can’t say I’d recommend people go here.,"Dined on October 25, 2024",3,3,4,4,The Pink Door,2024-12-11
We all had their lasagna…excellent! Great service  and fabulous food!!,"Dined on October 25, 2024",5,5,5,5,The Pink Door,2024-12-11
"Warm friendly excellent food and service
Great music and ambiance","Dined on October 24, 2024",5,5,5,5,The Pink Door,2024-12-11
This place exceeded our already high expectations!  This is a great place!,"Dined on October 24, 2024",5,5,5,5,The Pink Door,2024-12-11
Food was amazing.  Would absolutely recommend it.  Had the special fish and linguini and clams.,"Dined on October 24, 2024",5,5,5,5,The Pink Door,2024-12-11
Amazing place! Been here many times and the food and service is impeccable!,"Dined on October 24, 2024",5,5,5,5,The Pink Door,2024-12-11
I came slightly late for my 10 pm reservation expecting them to turn me away but they immediately showed me to my table. The waitress was warm and friendly and I received my food at a great time. The ambiance here really is special and was great for my trip to Seattle!,"Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
Lounge was beautiful. Ariel show very cool. Food exceptional. Service fantastic. Thank you for the perfect evening Pink Door,"Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
"By far my favorite restaurant in Seattle! Incredible ambiance, food, and service!","Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
Great food and great service. The atmosphere was outstanding.,"Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
"Fantastic! Our waitress, Elyse, was attentive and knowledgeable. Everything we ordered was absolutely delicious! Highly recommend to everyone!","Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
The Pink Door is such a wonderful dining experience. The food and service is consistently great.,"Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
Always a fabulous experience,"Dined on October 23, 2024",5,5,5,5,The Pink Door,2024-12-11
"Everything was perfect, except the restaurant and open table messed up our reservation time. The only con, was the host reacted and spoke to us as if there was potentially nothing they could do and as if the incorrect booking they had was my fault, and not a system error. Baby talking to a customer on if we can be helped or not is not cute, should speak to adults like an adult. other than that they got us seated immediately","Dined on October 20, 2024",4,5,4,5,The Pink Door,2024-12-11
Second time at the restaurant.  It was truly amazing.,"Dined on October 19, 2024",5,5,5,5,The Pink Door,2024-12-11
The service was great. The food was amazing. Highly recommend this restaurant,"Dined on October 19, 2024",5,5,5,5,The Pink Door,2024-12-11
"Love coming g to this place. Ambiance is warm and charming. Food is always amazing. I was underwhelmed this time due to our service. It took a long time for our server to come to our table and overall service was lackluster. What a difference your overall experience is when your server is a bit off. Oh well, we all have those days. I still highly recommend coming here.","Dined on October 19, 2024",5,4,2,5,The Pink Door,2024-12-11
It was worthwhile to find the pink door. Incredible experience. The food and service was excellent. All the food was so good! Def worth dining at in Seattle! 10/10!,"Dined on October 19, 2024",5,5,5,5,The Pink Door,2024-12-11
Service could have been better.,"Dined on October 19, 2024",3,3,2,4,The Pink Door,2024-12-11
The Pink Door surpassed my expectations! Such a quaint gem with decadent and authentic Italian food. The staff was friendly and provided phenomenal service.  Will have to make a return trip in the future. Highly recommend!!,"Dined on October 19, 2024",5,5,5,5,The Pink Door,2024-12-11
"I’ve been to Seattle multiple times and found this gem on a whim! It’s an absolute must! But make reservations, so worth it!","Dined on October 19, 2024",5,5,5,5,The Pink Door,2024-12-11
"We thoroughly enjoyed our evening. We had the perfect seats near a window overlooking the Bay. Food was tasty, drinks were delightful and service was perfect.","Dined on October 18, 2024",4,4,5,5,The Pink Door,2024-12-11
Love this place. Food always excellent. View from backroom and balcony in summer) are incredible.,"Dined on October 18, 2024",5,5,5,5,The Pink Door,2024-12-11
I was disappointed with the red wine that they served. It was Italian. The noise level was horrible. They really should not play music because nobody hears it and it increases the noise volume in the restaurant because everybody has to speak louder. I complained to This Server about the noise level. I've been there customer since they open 1981 I was there the first week they opened. My friends and I could not carry on a conversation because of the noise level. The food was good. I had Cioppino and it was perfect.,"Dined on October 17, 2024",3,5,5,3,The Pink Door,2024-12-11
Great evening with delicious food and excellent service. Make your reservation today!,"Dined on October 17, 2024",5,5,5,5,The Pink Door,2024-12-11
"We had a fantastic meal. From the cocktails to the Caesar salad, mains and dessert, everything was delicious (and we are picky eaters). Love the atmosphere. This was my second visit and my boyfriend’s first visit. We’ll be back. Highly recommend!","Dined on October 17, 2024",5,5,5,5,The Pink Door,2024-12-11
This was absolutely the best lasagna I have ever had in my life.,"Dined on October 17, 2024",5,5,5,5,The Pink Door,2024-12-11
